Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,02:20,09:05,06h 45m,391.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 713,Super Fast Non AC Seater (2+3),04:30,10:45,06h 15m,285.0,43 Seats available,4.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 893,Super Fast Non AC Seater (2+3),06:02,12:10,06h 08m,273.0,35 Seats available,4.7,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 894,Super Fast Non AC Seater (2+3),07:01,13:11,06h 10m,273.0,21 Seats available,4.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 933,Super Fast Non AC Seater (2+3),09:00,15:10,06h 10m,273.0,25 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 718,Super Fast Non AC Seater (2+3),10:15,16:05,05h 50m,285.0,40 Seats available,4.8,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),12:02,18:35,06h 33m,273.0,38 Seats available,4.1,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),13:25,19:15,05h 50m,285.0,45 Seats available,2.8,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),14:01,20:16,06h 15m,273.0,41 Seats available,3.4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),14:46,20:40,05h 54m,306.0,19 Seats available,2.7,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,14:50,19:55,05h 05m,391.0,14 Seats available,1.8,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),15:45,21:35,05h 50m,285.0,34 Seats available,4.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1378,AC MULTI AXLE,16:26,20:50,04h 24m,494.0,7 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 712,Super Fast Non AC Seater (2+3),16:45,22:30,05h 45m,285.0,48 Seats available,3.4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),17:00,23:00,06h 00m,285.0,43 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),17:30,00:01,06h 31m,398.0,26 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),18:30,00:00,05h 30m,285.0,45 Seats available,3.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),18:51,00:50,05h 59m,356.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),19:10,01:20,06h 10m,419.0,12 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),19:50,01:25,05h 35m,419.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),21:50,04:24,06h 34m,419.0,28 Seats available,3.4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),22:30,04:25,05h 55m,473.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),22:30,05:50,07h 20m,319.0,48 Seats available,4.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),23:36,05:36,06h 00m,419.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
MMK Travels,VE A/C Seater / Sleeper (2+1),00:30,07:30,07h 00m,700.0,19 Seats available,3.4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
SAAM BUS,VE A/C Sleeper (2+1),00:30,06:45,06h 15m,850.0,1 Seat available,4.3,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
National travels and logistics,A/C Sleeper (2+1),01:00,07:15,30h 15m,799.0,16 Seats available,3.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),04:00,09:00,05h 00m,599.0,23 Seats available,4.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25,23:05,05h 40m,599.0,11 Seats available,4.1,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,23:30,06h 00m,800.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,23:00,06:00,07h 00m,750.0,20 Seats available,4.3,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),23:50,05:40,05h 50m,849.0,19 Seats available,3.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),00:10,06:10,06h 00m,800.0,28 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,800.0,38 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
National travels and logistics,NON A/C Sleeper (2+1),00:40,06:30,05h 50m,699.0,16 Seats available,3.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Sam Tourist,NON AC Seater / Sleeper 2+1,00:45,07:05,06h 20m,599.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),17:30,23:16,05h 46m,650.0,17 Seats available,2.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Bharathi Travels,A/C Sleeper (2+1),05:00,10:00,05h 00m,1490.0,1 Seat available,3.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),05:30,10:00,04h 30m,1200.0,15 Seats available,3.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Ravina Travels (Regd),A/C Sleeper (2+1),07:00,13:00,06h 00m,1259.0,32 Seats available,3.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,05:30,05h 35m,899.0,12 Seats available,3.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,NON A/C Sleeper (2+1),00:30,07:30,07h 00m,899.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,VE A/C Sleeper (2+1),00:45,07:30,06h 45m,1100.0,17 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),05:20,11:00,05h 40m,1200.0,21 Seats available,2.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),09:19,16:29,07h 10m,617.0,2 Seats available,4.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,09:50,16:20,06h 30m,791.0,5 Seats available,3.7,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,13:35,19:55,06h 20m,791.0,15 Seats available,3.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 1353,Super Express Non AC Seater Air Bus (2+2),22:00,05:10,07h 10m,935.0,12 Seats available,3.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 1314,Super Express Non AC Seater Air Bus (2+2),23:00,05:50,06h 50m,894.0,32 Seats available,3.1,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55,20:45,06h 50m,999.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,1100.0,19 Seats available,4.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DLT BUS,A/C Sleeper (2+1),23:45,06:30,06h 45m,1399.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Silver Line Travels,NON A/C Semi Sleeper (2+2),22:45,05:45,07h 00m,899.0,13 Seats available,4.3,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),17:30,00:15,06h 45m,759.0,31 Seats available,4.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,1100.0,19 Seats available,4.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:57,20:45,06h 48m,999.0,22 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Suraj Holidays,VE A/C Sleeper (2+1),23:58,07:15,07h 17m,1400.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:30,07:15,07h 45m,1499.0,24 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DA Transports,A/C Sleeper (2+1),23:50,06:45,06h 55m,1199.0,26 Seats available,3.9,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
A1 Travels,Non A/C Seater / Sleeper (2+1),23:10,06:30,07h 20m,900.0,8 Seats available,3.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DA Transports,A/C Sleeper (2+1),23:50,06:45,06h 55m,1199.0,25 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:50,06:30,06h 40m,1499.0,30 Seats available,3.3,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),22:30,06:00,07h 30m,899.0,6 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DLT BUS,A/C Sleeper (2+1),23:59,06:30,06h 31m,1399.0,18 Seats available,3.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Suraj Holidays,VE A/C Sleeper (2+1),23:59,07:15,07h 16m,1400.0,21 Seats available,3.1,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:45,23:30,06h 45m,2070.0,3 Seats available,2.7,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:30,23:30,07h 00m,2190.0,3 Seats available,2.0,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,06:30,06h 35m,1499.0,23 Seats available,2.9,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,899.0,11 Seats available,2.6,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Bharathi Travels,A/C Sleeper (2+1),17:00,23:30,06h 30m,1999.0,19 Seats available,1.6,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Bharathi Travels,A/C Sleeper (2+1),17:20,23:30,06h 10m,1899.0,19 Seats available,1.5,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,23:10,07h 20m,1600.0,20 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
SURAJ TRAVEL HOUSE,A/C Seater (2+2),22:45,06:00,07h 15m,2000.0,49 Seats available,3.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),17:35,00:15,06h 40m,799.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
SURAJ TRAVEL HOUSE,A/C Seater (2+2),23:15,06:00,06h 45m,2000.0,49 Seats available,3.2,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,23:10,07h 20m,1600.0,20 Seats available,3.2,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Ravina Travels (Regd),A/C Sleeper (2+1),16:50,23:35,06h 45m,1599.0,24 Seats available,4.5,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
P K Travels,A/C Seater/Sleeper (2+1),23:35,06:00,06h 25m,900.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DA Transports,A/C Sleeper (2+1),00:00,07:45,07h 45m,1199.0,25 Seats available,3.9,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DA Transports,A/C Sleeper (2+1),00:00,07:45,07h 45m,1199.0,7 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
A1 Travels,A/C Seater / Sleeper (2+1),23:45,06:30,06h 45m,1100.0,19 Seats available,3.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 485,Super Express Non AC Seater Air Bus (2+2),00:05,02:50,02h 45m,216.0,34 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2518,Swift Deluxe Non AC Air Bus (2+2),00:11,02:56,02h 45m,216.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 601,Super Express Non AC Seater Air Bus (2+2),00:20,03:30,03h 10m,201.0,23 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2368,Low Floor AC Seater 2+2,00:30,03:35,03h 05m,253.0,15 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 525,Super Express Non AC Seater Air Bus (2+2),00:35,03:00,02h 25m,216.0,31 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 315,Super Fast Non AC Seater (2+3),00:40,03:55,03h 15m,181.0,46 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),00:50,03:21,02h 31m,216.0,14 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),01:20,04:05,02h 45m,216.0,17 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2389,Low Floor AC Seater 2+2,01:30,04:35,03h 05m,253.0,23 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1850,Low Floor AC Seater 2+2,02:30,05:35,03h 05m,253.0,11 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1856,Low Floor AC Seater 2+2,03:30,06:35,03h 05m,253.0,10 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2713,Super Fast Non AC Seater (2+3),04:00,07:20,03h 20m,166.0,47 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2370,Low Floor AC Seater 2+2,04:30,07:50,03h 20m,253.0,11 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2392,Low Floor AC Seater 2+2,05:30,08:50,03h 20m,253.0,19 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1865,Low Floor AC Seater 2+2,06:30,10:00,03h 30m,253.0,19 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),06:40,10:20,03h 40m,181.0,47 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2710,Super Fast Non AC Seater (2+3),07:20,11:05,03h 45m,181.0,50 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1868,Low Floor AC Seater 2+2,07:30,11:00,03h 30m,253.0,24 Seats available,1.7,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1992,Super Fast Non AC Seater (2+3),07:35,10:50,03h 15m,181.0,45 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 851,Super Fast Non AC Seater (2+3),08:15,11:50,03h 35m,181.0,48 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1870,Low Floor AC Seater 2+2,08:30,12:00,03h 30m,253.0,11 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2006,Super Fast Non AC Seater (2+3),08:35,12:35,04h 00m,181.0,49 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 761,Super Fast Non AC Seater (2+3),08:45,12:20,03h 35m,181.0,47 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 764,Super Fast Non AC Seater (2+3),09:00,12:30,03h 30m,181.0,46 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2571,Super Fast Non AC Seater (2+3),09:30,13:30,04h 00m,174.0,43 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1873,Low Floor AC Seater 2+2,09:30,12:50,03h 20m,253.0,18 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 721,Super Fast Non AC Seater (2+3),09:35,13:05,03h 30m,181.0,50 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 813,Super Fast Non AC Seater (2+3),09:40,13:05,03h 25m,181.0,32 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2567,Super Fast Non AC Seater (2+3),10:05,14:05,04h 00m,174.0,43 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 848,Super Fast Non AC Seater (2+3),10:10,13:45,03h 35m,181.0,44 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 353,Super Fast Non AC Seater (2+3),10:15,14:00,03h 45m,181.0,49 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2371,Low Floor AC Seater 2+2,10:30,13:35,03h 05m,253.0,9 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1255,Super Fast Non AC Seater (2+3),10:35,14:15,03h 40m,181.0,50 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 822,Super Fast Non AC Seater (2+3),10:45,14:20,03h 35m,181.0,46 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),10:55,14:10,03h 15m,181.0,30 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 755,Super Fast Non AC Seater (2+3),11:15,14:55,03h 40m,181.0,50 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,11:30,14:45,03h 15m,253.0,22 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
